Caption;cluster;URL;type;mean_sscd;max_sscd;Index
ALPHA Convoy 320 Backpack - View 4;6;https://eu.callawaygolf.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_ES/v1618460757048/sits/ogio-backpack-2019-alpha-core-convoy-320/ogio-backpack-2019-alpha-core-convoy-320_17331___4.png?sw=950&sfrm=png;TM;0.0848391875624656;0.2376214116811752;2087089047
Axle Laptop Backpack - View 81;6;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_SK/v1618115396933/sits/ogio-backpack-2017-axle/ogio-backpack-2017-axle_15275___9.png?sfrm=png&sw=600;TM;0.3749049007892608;0.5045740604400635;909071138
FUSE Backpack 25 - View 111;6;https://www.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_US/v1600729891214/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_15258___12.png?sfrm=png&sw=600;TM;0.1036179065704345;0.2343376725912094;244664043
FUSE Backpack 25 - View 21;6;https://www.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_US/v1614835708691/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_15258___3.png?sfrm=png&sw=600;TM;0.1455937027931213;0.3742581009864807;1112838164
FUSE Backpack 25 - View 31;6;https://www.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_US/v1579930292903/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_15258___4.png?sfrm=png&sw=600;TM;0.2885443270206451;0.5062216520309448;1597434735
FUSE Backpack 25 - View 41;6;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_DK/v1624476259240/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_2___5.png?sfrm=png&sw=600;VM;0.7771463990211487;0.8692113161087036;1858993841
FUSE Backpack 25 - View 61;6;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_GB/v1597379141507/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_2___7.png?sfrm=png&sw=600;TM;0.1432941854000091;0.2081925421953201;247625252
FUSE Backpack 25 - View 71;6;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_GB/v1634357909787/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_2___8.png?sfrm=png&sw=600;TM;0.440760850906372;0.5313990116119385;328282297
FUSE Backpack 25 - View 81;6;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_FI/v1624476259240/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_2___9.png?sfrm=png&sw=600;VM;0.6105773448944092;0.7080535888671875;950906628
FUSE Backpack 25 - View 91;6;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_NL/v1604118367066/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_2___10.png?sfrm=png&sw=600;TM;0.1354565620422363;0.1934490650892257;1740191619
FUSE Roll Top Backpack 25 - View 61;6;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_IT/v1604020923761/sits/ogio-backpack-2020-fuse-25-rolltop/ogio-backpack-2020-fuse-25-rolltop_2___7.png?sfrm=png&sw=600;VM;0.4966990053653717;0.7634184956550598;283006352
FUSE Roll Top Backpack 25 - View 71;6;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_GB/v1597379141507/sits/ogio-backpack-2020-fuse-25-rolltop/ogio-backpack-2020-fuse-25-rolltop_2___8.png?sfrm=png&sw=600;TM;0.1273996531963348;0.2391866445541381;467523333
