Caption;cluster;URL;type;mean_sscd;max_sscd;Index
Shaw Floors Caress By Shaw Cashmere Classic I Mesquite 00724_CCS68;3;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/ccs68_00724_main.jpg;TM;0.0374048054218292;0.0855680853128433;1501508677
Shaw Floors Caress By Shaw Cashmere Classic I Rich Henna 00620_CCS68;3;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/ccs68_00620_main.jpg;TM;0.0256334599107503;0.0563614889979362;586188382
Shaw Floors Caress By Shaw Cashmere Classic II Spearmint 00320_CCS69;3;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/ccs69_00320_main.jpg;TM;0.0169783625751733;0.1003154963254928;198435872
Shaw Floors Caress By Shaw Cashmere Classic III Rich Henna 00620_CCS70;3;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00620_ccs70_20130408_livingroom_3_square.jpg;TM;0.0442820191383361;0.1020715683698654;1257692819
Shaw Floors Caress By Shaw Cashmere Classic Iv Cranberry 00821_CCS71;3;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/ccs71_00821_main.jpg;TM;0.0334549434483051;0.0942581444978714;1333834027
Shaw Floors Caress By Shaw Cashmere Classic Iv Deep Indigo 00424_CCS71;3;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/ccs71_00424_main.jpg;TM;0.0318913087248802;0.0676827728748321;1769394446
Shaw Floors Caress By Shaw Cashmere Classic Iv Navajo 00703_CCS71;3;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00703_ccs71_20141218_bedroom_4_square.jpg;VM;0.2111835479736328;0.8112173080444336;1605558551
Shaw Floors Caress By Shaw Cashmere Classic Iv Spruce 00321_CCS71;3;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/ccs71_00321_main.jpg;TM;0.0311341099441051;0.0562333390116691;1266014606
Shaw Floors Caress By Shaw Cashmere I Lg Bismuth 00124_CC09B;3;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00124_cc09b_20130408_bedroom_2_square.jpg;TM;0.113320492208004;0.6400839686393738;1906940798
Shaw Floors Caress By Shaw Cashmere I Lg Gentle Doe 00128_CC09B;3;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/cc09b_00128_main.jpg;TM;0.0168841741979122;0.0380089357495307;1593975636
Shaw Floors Caress By Shaw Cashmere I Lg Heirloom 00122_CC09B;3;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/cc09b_00122_main.jpg;TM;0.0106145562604069;0.0576866045594215;1984602748
Shaw Floors Caress By Shaw Cashmere II Icelandic 00100_CCS02;3;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00100_CCS02_20150128_LIVINGROOM_6_SQUARE.jpg;VM;0.2300068885087967;0.7575240731239319;2097629300
