Caption;cluster;URL;type;mean_sscd;max_sscd;Index
Aero 30-904550RED 30 Series 13x10 Inch Wheel, 4 on 4-1/2 BP 5 Inch BS;2;http://static.speedwaymotors.com/RS/SR/Product/30/25830904550RED_L_1a912b32.jpg;VM;0.6435926556587219;0.8164424300193787;2029335098
Aero 30-974230BLK 30 Series 13x7 Inch Wheel, 4 on 4-1/4 BP 3 Inch BS;2;http://static.speedwaymotors.com/RS/SR/Product/19/25830974230BLK_S_1a91295c.jpg;VM;0.6582959890365601;0.7036505937576294;818567407
Aero 30-984540BLK 30 Series 13x8 Inch Wheel, 4 on 4-1/2 BP 4 Inch BS;2;http://static.speedwaymotors.com/RS/SR/Product/3/25830984540BLK_T_1a912a5a.jpg;VM;0.8396437764167786;0.9175560474395752;150457348
Aero 31-904030RED 31 Series 13x10 Wheel, Spun Lite, 4 on 4 BP, 3 BS;2;http://static.speedwaymotors.com/RS/SR/Product/70/25831904030RED_R_1a912fdd.jpg;VM;0.6912057399749756;0.8373295068740845;698069206
Aero 31-974510BLK 31 Series 13x7 Wheel, Spun Lite 4 on 4-1/2 BP 1 BS;2;http://content.speedwaymotors.com/ProductImages/25831974510BLK_L_d07bf435-f73b-4793-a7de-4f8bd12790d0.jpg;VM;0.7703956365585327;0.8429878354072571;1907722119
Aero 31-984040GRN 31 Series 13x8 Wheel, Spun, 4 on 4 BP, 4 Inch BS;2;https://content.speedwaymotors.com/ProductImages/25831984040GRN_L_d89e6fae-6a35-4ca5-9afc-7b36f4d4ab3b.jpg;VM;0.5020159482955933;0.7148081660270691;43467812
Aero 31-984210BLK 31 Series 13x8 Wheel, Spun 4 on 4-1/4 BP 1 Inch BS;2;http://static.speedwaymotors.com/RS/SR/Product/31/25831984210BLK_R_1a913062.jpg;VM;0.8037562370300293;0.8693141937255859;1452754532
Aero 50-284730 50 Series 15x8 Inch Wheel, 5 on 4-3/4 BP, 3 Inch BS;2;http://static.speedwaymotors.com/RS/SR/Product/87/25850284730_T_1a8d2046.jpg;TM;0.3067087531089782;0.3379155993461609;1482948897
Aero 50-924750ORG 50 Series 15x12 Wheel, 5 on 4-3/4 BP, 5 Inch BS;2;http://static.speedwaymotors.com/RS/SR/Product/95/25850924750ORG_S_1a8d2b93.jpg;TM;0.3547139763832092;0.3809337615966797;2007288094
Aero 50-975035BLU 50 Series 15x7 Inch Wheel, 5 on 5 Inch BP 3-1/2 BS;2;https://content.speedwaymotors.com/ProductImages/25850975035BLU_L_6744ae04-5d5a-46b2-ab0a-3e7605285db3.jpg;VM;0.5995343923568726;0.7799551486968994;1823548789
Aero 51-204710 51 Series 15x10 Wheel, Spun, 5 on 4-3/4 BP, 1 Inch BS;2;https://content.speedwaymotors.com/ProductImages/25851204710_L_aa9875cf-9a0b-47e0-a723-a1b20c5b243b.jpg;TM;0.3274658620357513;0.3692759275436401;1685649874
Aero 51-980540GRN 51 Series 15x8 Wheel, Spun, 5 on WIDE 5, 4 Inch BS;2;https://content.speedwaymotors.com/ProductImages/25851980540GRN_L_582ffd94-8453-4d16-a51c-bf79556d43d6.jpg;TM;0.346657395362854;0.4384389221668243;289905900
Aero 51-985020GRN 51 Series 15x8 Wheel, Spun, 5 on 5 Inch, 2 Inch BS;2;http://static.speedwaymotors.com/RS/SR/Product/99/25851985020GRN_T_1a8d47fa.jpg;VM;0.5960037708282471;0.8126883506774902;426421487
Aero 52-984510BLK 52 Series 15x8 Wheel, 5 on 4-1/2 BP, 1 Inch BS IMCA;2;https://content.speedwaymotors.com/ProductImages/25852984510BLK_L_382a5004-6ef4-4194-afc7-21659b8a1085.jpg;VM;0.7850995063781738;0.8561453819274902;2142734077
