Caption;cluster;URL;type;mean_sscd;max_sscd;Index
Anderson Tuftex Anderson Hardwood Palo Duro Mixed Width Golden Ore 37212_AA777;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/37212_AA777_20130122_DININGROOM_1.jpg;TM;0.2648029327392578;0.6773951649665833;1108242069
Shaw Floors Anso Premier Dealer Great Effect I 12′ Coffee Bean 00711_Q4327;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00711_q4327_20141231_livingroom_2_square.jpg;TM;0.1210315376520156;0.6120136976242065;184306267
Shaw Floors Anso Premier Dealer Great Effect I 15′ Almond Flake 00200_Q4328;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/q4328_00200_main.jpg;TM;0.0059537701308727;0.0599439106881618;2056934335
Shaw Floors Apd/Sdc Decordovan II 12′ Country Haze 00307_QC392;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/qc392_00307_main.jpg;TM;0.020019669085741;0.0463996455073356;327508917
Shaw Floors Couture' Collection Ultimate Expression 12′ Almond Flake 00200_19698;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19698_00200_main.jpg;TM;0.0071253515779972;0.0459181182086467;731719432
Shaw Floors Couture' Collection Ultimate Expression 12′ Tropic Vine 00304_19698;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19698_00304_main.jpg;TM;0.0282107107341289;0.0937254130840301;1967280073
Shaw Floors Couture' Collection Ultimate Expression 15′ Oatmeal 00104_19829;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19829_00104_main.jpg;TM;-0.0056722885929048;0.0207652430981397;617018262
Shaw Floors Couture' Collection Ultimate Expression 15′ Peanut Brittle 00702_19829;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19829_00702_main.jpg;TM;0.0572293773293495;0.0868111997842788;18344782
Shaw Floors Couture' Collection Ultimate Expression 15′ Sahara 00205_19829;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19829_00205_main.jpg;TM;0.0283888764679431;0.0805244520306587;969829456
Shaw Floors Couture' Collection Ultimate Expression 15′ Soft Shadow 00105_19829;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19829_00105_main.jpg;TM;0.0289145670831203;0.0793980509042739;1213501917
Shaw Floors Home Fn Gold Hardwood Kings Canyon 2 – 5 Stonehenge 00510_HW622;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00510_hw622_20130122_diningroom_1.jpg;TM;0.1361984014511108;0.6764031648635864;404295396
Shaw Floors Newbern Classic 15′ Crimson 55803_E0950;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/55803_e0950_20130408_livingroom_3_square.jpg;TM;0.0234514735639095;0.0672113224864006;1733426805
Shaw Floors Queen Versatile Design I 15′ Dark Roast 00709_Q4784;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/q4784_00709_main.jpg;TM;0.0334819629788398;0.0708022341132164;780701283
Shaw Floors Shaw Design Center Royal Portrush III 12′ Crumpet 00203_5C613;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5c613_00203_main.jpg;TM;0.0323732458055019;0.0923770889639854;643831388
Shaw Floors Shaw Design Center Sweet Valley I 15′ Blue Suede 00400_QC421;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/qc421_00400_main.jpg;TM;0.0503781512379646;0.0986407697200775;819699322
Shaw Floors Shaw Design Center Sweet Valley II 12′ Pine Cone 00703_QC422;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/qc422_00703_main.jpg;TM;0.0354625359177589;0.0712127611041069;1186993313
Shaw Floors Shaw Design Center Sweet Valley II 12′ Tuscany 00204_QC422;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/qc422_00204_main.jpg;TM;0.0435932464897632;0.0798530727624893;1731037571
Shaw Floors Shaw Design Center Sweet Valley II 15′ Mountain Mist 00103_QC423;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/qc423_00103_main.jpg;TM;0.0132936462759971;0.0454397946596145;438512809
Shaw Floors Shaw Design Center Sweet Valley III 12′ Soft Shadow 00105_QC424;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/qc424_00105_main.jpg;TM;0.0345278047025203;0.0696916356682777;1748481153
Shaw Floors Shaw Design Center Toe To Toe (s) Cool Taupe 00750_5C749;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00750_5c749_20130408_livingroom_3_square.jpg;TM;0.0388081483542919;0.1189102381467819;741643090
Shaw Floors Shaw Floor Studio Bright Spirit II 15′ Marzipan 00201_Q4651;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/q4651_00201_main.jpg;TM;0.0046386434696614;0.0424327924847602;456698650
Shaw Floors Shaw Floor Studio Porto Veneri I 15′ Cream 00101_52U55;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/52u55_00101_main.jpg;TM;0.0189348403364419;0.070767730474472;2559062
Shaw Floors Shaw Floor Studio Porto Veneri II 12′ Soft Copper 00600_52U56;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/52u56_00600_main.jpg;TM;0.0487823672592639;0.0942086353898048;223895088
Shaw Floors Shaw Floor Studio Porto Veneri III 12′ Golden Rod 00202_52U58;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/52u58_00202_main.jpg;TM;0.063155211508274;0.0904694497585296;1080883707
Shaw Floors Shaw Flooring Gallery Highland Cove III 12 Sage Leaf 00302_5223G;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5223g_00302_main.jpg;TM;0.0127441361546516;0.0468826107680797;1473584097
Shaw Floors Solidify III 15′ Pewter 00701_5E267;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5e267_00701_main.jpg;TM;0.0195198841392993;0.0449504181742668;1672878245
Shaw Floors Spice It Up Tyler Taupe 00103_E9013;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00103_e9013_20130408_livingroom_2_square.jpg;TM;0.1206694021821022;0.1698508560657501;1319843538
Shaw Floors That's Right Rustic Taupe 00706_E0812;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e0812_00706_main.jpg;TM;0.0419821739196777;0.0663337856531143;1414445944
Shaw Floors Value Collections All Star Weekend I 12 Net Butter Cream 00200_E0792;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e0792_00200_main.jpg;TM;0.0394475720822811;0.089230328798294;1090508260
Shaw Floors Value Collections All Star Weekend I 12 Net Crumpet 00203_E0792;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00203_e0792_20141218_bedroom_1_square.jpg;TM;0.0805563628673553;0.1080488488078117;1991900587
Shaw Floors Value Collections All Star Weekend II 12′ Net Molasses 00710_E0814;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e0814_00710_main.jpg;TM;0.0344518721103668;0.0822166875004768;560819952
Shaw Floors Value Collections All Star Weekend III 15′ Net Desert Sunrise 00721_E0816;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e0816_00721_main.jpg;TM;0.0444877967238426;0.1129471883177757;520615556
Shaw Floors Value Collections Because We Can II 15′ Net Sea Shell 00100_E9315;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9315_00100_main.jpg;TM;0.0316791720688343;0.0703268125653266;1901455523
Shaw Floors Value Collections Because We Can III 15′ Net Birch Tree 00103_E9317;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00103_e9317_20141231_livingroom_2_square.jpg;TM;0.1293884515762329;0.6411113142967224;1145615913
Shaw Floors Value Collections Cabana Life (b) Net Summer Wind 00251_5E004;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00251_5e004_20130408_bedroom_2_square.jpg;VM;0.1326862871646881;0.7792913317680359;261115606
Shaw Floors Value Collections Color Moxie Meteorite 00501_E9900;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00501_e9900_20160222_livingroom_3_square.jpg;TM;0.1267764866352081;0.652755618095398;91550066
Shaw Floors Value Collections Cozy Harbor I Net Waters Edge 00307_5E364;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00307_5e364_20130122_diningroom_1.jpg;VM;0.1976546496152877;0.8169795274734497;63558387
Shaw Floors Value Collections Of Course We Can I 15 Net Linen 00100_E9432;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9432_00100_main.jpg;TM;0.0351123735308647;0.0846427232027053;1794648602
Shaw Floors Value Collections Of Course We Can III 12′ Net Shadow 00502_E9441;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00502_e9441_20130408_bedroom_2_square.jpg;VM;0.1360845863819122;0.7611539363861084;1490133659
Shaw Floors Value Collections Passageway 1 12 Net Classic Buff 00108_E9152;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9152_00108_main.jpg;TM;0.0401081442832946;0.0667880102992057;1061975681
Shaw Floors Value Collections Passageway 2 12 Mocha Chip 00705_E9153;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9153_00705_main.jpg;TM;0.0538864247500896;0.1009891629219055;1057428233
Shaw Floors Value Collections Passageway 2 12 Pewter 00501_E9153;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9153_00501_main.jpg;TM;0.0244691856205463;0.0505928173661232;576644367
Shaw Floors Value Collections Sandy Hollow Cl II Net Alpine Fern 00305_5E510;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5e510_00305_main.jpg;TM;0.0256991982460021;0.0547865554690361;1869949192
Shaw Floors Value Collections Solidify III 12 Net Natural Contour 00104_5E340;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5e340_00104_main.jpg;TM;0.0381175577640533;0.1068847179412841;515785842
Shaw Floors Value Collections Take The Floor Texture II Net Hickory 00711_5E067;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5e067_00711_main.jpg;TM;0.0160665698349475;0.0611317306756973;772931800
Shaw Floors Value Collections Take The Floor Twist Blue White Hot 00150_5E071;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00150_5e071_20130523_bedroom_2_square.jpg;TM;0.0502757206559181;0.0985531359910965;1524488775
Shaw Floors Value Collections Take The Floor Twist II Net Biscotti 00131_5E070;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5e070_00131_main.jpg;TM;0.0251019448041915;0.089732825756073;1142960374
Shaw Floors Value Collections Take The Floor Twist II Net White Hot 00150_5E070;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00150_5e070_20130122_diningroom_1.jpg;VM;0.1518011391162872;0.7834388613700867;450132373
Shaw Floors Value Collections Within Reach II Net Beige Bisque 00110_5E336;9;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00110_5e336_20160222_livingroom_3_square.jpg;TM;0.1286765038967132;0.6367683410644531;756232426
Shaw Floors Value Collections Xvn04 Marble Gray 00503_E1234;9;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e1234_00503_main.jpg;TM;0.0290477760136127;0.0941212326288223;403502163
Shaw Floors Value Collections Xvn05 (s) Bridgewater Tan 00709_E1236;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e1236_00709_main.jpg;TM;0.0422523729503154;0.0815147086977958;272128253
Shaw Floors Value Collections Xvn05 (s) Soft Chamois 00103_E1236;9;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e1236_00103_main.jpg;TM;0.0343221761286258;0.0678754672408104;146200178
