Caption;cluster;URL;type;mean_sscd;max_sscd;Index
4 Leaf Clover Short-Sleeve Unisex T-Shirt;4;https://cdn.shopify.com/s/files/1/1326/4141/products/mockup-f5efefff_740x.jpg?v=1582675361;TM;0.2052243500947952;0.3145402073860168;215791772
A Cosmic Journey - Throw Pillow;4;https://cdn.shopify.com/s/files/1/2439/5155/products/a-cosmic-journey-destiny-womack_ff9b2392-da10-43a6-9419-08b66a1cd994_compact.jpg?v=1508348076;TM;0.0896767750382423;0.1472302824258804;129920586
Abstract Old Swim Dock - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0073/1270/3561/products/abstract-dock-charles-harden_aad6a3a3-5749-4115-8434-4558918eaa28_800x.jpg?v=1571805126;TM;0.0467443913221359;0.1305975019931793;1920830524
Adventure - Throw Pillow;4;https://cdn.shopify.com/s/files/1/2584/1070/products/adventure-petrina-easton_42d047ac-e8f8-48fc-b275-972fed52b727_300x.jpg?v=1571609936;TM;0.0406318381428718;0.0787963718175888;1777148587
Angel in the Clouds Abstract - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0278/5633/9031/products/angel-in-the-clouds-abstract-amelia-carrie_c84b5769-d9a9-4f1d-abb1-deb16ce71cb3_150x.jpg?v=1589751307;TM;0.0695118904113769;0.0964330434799194;1718961916
Appleyard Duck - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0012/1991/9992/products/appleyard-duck-heay-duck-don-johnston_dc9e5380-0f33-46f7-a914-95c97b879dbb_300x300.jpg?v=1541306606;TM;0.0802104324102401;0.1654126942157745;264322974
Awesome Since 1914 Ringer T-Shirt;4;https://i3.cpcache.com/product/1273886872/awesome_since_1914_ringer_tshirt.jpg?color=NavyWhite&height=350&width=350;TM;0.0211708303540945;0.1328083872795105;1937971826
Be Careful....Short-Sleeve Unisex T-Shirt;4;https://cdn.shopify.com/s/files/1/2445/9945/products/mockup-c351beff_2048x2048.jpg?v=1564977966;TM;0.0857165679335594;0.155079185962677;1030685609
Be The Change - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0081/5759/3711/products/be-the-change-whitney-austin_752dd526-6b3b-4837-a187-1b4c02072c7f_620x.jpg?v=1571721389;TM;0.0281324870884418;0.0569646395742893;1043277694
Beautiful Classic Car Front View - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0068/0296/4538/products/beautiful-classic-car-front-view-amazing-photographs-aka-christian-wilson_b52c9871-8532-4140-8885-8ddd792618ab_300x300.jpg?v=1525843859;TM;0.0918703526258468;0.1781956553459167;578842454
Beige on White Watercolor Skull Bedding;4;https://cdn.shopify.com/s/files/1/0227/7785/products/Screenshot_2016-03-23_22.56.46_600x.jpg?v=1527889223;TM;0.4177533984184265;0.4507306218147278;2159129807
Black & White Geo Throw Pillow;4;https://cdn.shopify.com/s/files/1/1356/7469/products/66255_XXX_v1_large.jpg?v=1562958516;TM;0.099261038005352;0.2186936140060424;1296674983
Blossoming Buds - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0410/6734/8124/products/blossoming-buds-lenny-carter_008d1d38-b748-426a-9b68-21e3d65d6d2e_300x300.jpg?v=1594569106;TM;0.0659398958086967;0.1429116427898407;1515876292
Blue Guitar  - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0019/9245/8315/products/blue-guitar-ahmad-austin_e4388c9b-8e9b-42bc-a278-e286003322dd.jpg?v=1571865248;TM;0.0395400002598762;0.0889028459787368;330846509
By Any Means - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0081/5759/3711/products/by-any-means-whitney-austin_7b55763a-10ce-428d-8d0b-b1f5ee7315a4_620x.jpg?v=1571721373;TM;0.0349172241985797;0.0681739449501037;1005501062
Camo Skull Car Seat Covers;4;https://cdn.shopify.com/s/files/1/0257/6665/8147/products/front_2_50e931c0-6b13-47f5-864d-4c8791bcbcee_compact.jpg?v=1595537621;TM;0.0653750151395797;0.108359046280384;206690534
Cat Lover Car Seat Covers;4;https://cdn.shopify.com/s/files/1/0257/6665/8147/products/front_4_31470bdf-a50a-4790-92bb-855c55ccd914_480x480@2x.jpg?v=1595536517;TM;0.0516846291720867;0.2041210234165191;1365181539
Come Together - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0050/5426/7492/products/come-together-teal-eye-print-store_cae61b2b-6901-4a8f-a362-ba3e12aae5df_300x300.jpg?v=1544901349;TM;0.0592429637908935;0.15953429043293;1968665812
Crystals And Stones Black Tourmaline 1540 - Throw Pillow - Jani Bryson Intuitive Photographer;4;https://cdn.shopify.com/s/files/1/2621/3356/products/crystals-and-stones-black-tourmaline-1540-jani-bryson_f052d53e-aa78-428b-bda9-92bd53e248ea_300x.jpg?v=1541642318;TM;0.0732054561376571;0.1241147518157959;543081391
Cyclades Island - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0075/3559/1537/products/cyclades-island-malina-catoiu_948d3ea2-fd57-4880-87fa-3a9e4f0a2f4d_1024x1024.jpg?v=1571752391;TM;0.0385425612330436;0.0839702636003494;261268062
Dragonfly Car Seat Covers;4;https://cdn.shopify.com/s/files/1/0019/6788/2285/products/front_1_8d080394-be36-48dc-b688-3ae8525cfdbe_480x480@2x.jpg?v=1571713765;TM;0.4049196243286133;0.5809130668640137;901297289
Dreamcatcher Car Seat Covers - BN;4;https://cdn.shopify.com/s/files/1/2074/1905/products/car_seat_covers_1024x1024_0309c275-db53-4c83-9789-4c354200fa95_large.jpg?v=1575972916;TM;0.0248207654803991;0.0579264238476753;640227313
EMPOWERED Unisex T-Shirt;4;https://cdn.shopify.com/s/files/1/0055/1492/0008/products/mockup-541c4f63_480x480@2x.jpg?v=1557526775;TM;0.3078795671463012;0.5304286479949951;652674709
Father Christmas Red Wall Tapestry Wall Tapestry;4;http://cdn1.bigcommerce.com/server6200/zkyw0/products/4482/images/449053/apizvcmvt__80350.1502573886.215.215.jpg?c=2;TM;0.0157161355018615;0.0624268874526023;448072282
Fish Lodge Bass Tapestry Throw Blanket;4;https://cdn.shopify.com/s/files/1/1419/0108/products/PCW3342T-2_large.jpg?v=1470351428;TM;0.0287913419306278;0.1491974890232086;550781589
Florina Holiday Floor Pillow;4;http://img.wfrcdn.com/lf/49/hash/22794/40399494/1/1/1.jpg;TM;0.026431169360876;0.0662930682301521;1102332860
Forever In Love Wedding Photo Throw Pillow;4;https://rlv.zcache.com/forever_in_love_wedding_photo_throw_pillow-rb434b5cde8024eda92add3c6949dd45a_6s309_8byvr_324.jpg;TM;0.1107006445527076;0.1864292621612548;655303941
Geothermal Area With Steaming Hot Springs In Iceland - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0182/3670/2784/products/geothermal-area-with-steaming-hot-springs-in-iceland-matthias-hauser_6ae8863f-2a3d-47ee-b868-c5687d8015cf_grande.jpg?v=1572340293;TM;0.0660149455070495;0.1051770001649856;63979894
Glacier Lagoon In Iceland - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0182/3670/2784/products/glacier-lagoon-in-iceland-matthias-hauser_06925c69-3b2f-41e8-9140-7fb02bb36da9_grande.jpg?v=1549541824;TM;0.0664588287472724;0.1318730413913726;1520497819
I Survived Sunnydale High | Unisex T-Shirt;4;https://ih1.redbubble.net/image.13980724.3585/fc,220x200,cranberry.u2.jpg;TM;-0.0214806012809276;0.0305942557752132;1659224392
I Survived a Rebrand Unisex T-Shirt;4;https://cdn.shopify.com/s/files/1/1465/8368/products/mockup-29e52b7d_grande.png?v=1534535763;TM;0.0676218718290329;0.1812845766544342;177809610
Iceland Black And White Mountain Landscape - Throw Pillow;4;https://cdn.shopify.com/s/files/1/0182/3670/2784/products/iceland-black-and-white-mountain-landscape-matthias-hauser_dbe25256-ef66-4f15-be84-a607e5169e75_grande.jpg?v=1572340485;TM;0.0676079168915748;0.1126008406281471;447771955
Image of Time Fries when i'm with you Short-Sleeve Unisex T-Shirt - CalvinMade;4;https://cdn.shopify.com/s/files/1/1965/7817/products/mockup-767b3e32_large.jpg?v=1564886856;TM;0.0800264403223991;0.1981856822967529;635666800
In All the While Throw Pillow;4;http://img2.wfrcdn.com/lf/79/hash/24397/12430053/1/In%2BAll%2Bthe%2BWhile%2BThrow%2BPillow.jpg;TM;0.0346773415803909;0.0738429725170135;1864356085
