Caption;cluster;URL;type;mean_sscd;max_sscd;Index
"""""""Listen to The Dead Weather's New Song, """"""""Buzzkill(er)""""""""""""""";7;http://cdn.pastemagazine.com/www/articles/deadWeatherSquare.jpg?635503291725589572;VM;0.9197710752487184;0.9226238131523132;681842839
"""""""World Map Silhouette - Citrus Fruits&quot  by Alleycatshirts""";7;http://thumbs.imagekind.com/scenes/25/bffe6e80-94d8-4a4e-a422-8b3f5263da8b/5974696_1000/framed/32/World-Map-Silhouette--Citrus-Fruits_art.jpg?v=1234;TM;0.1474972665309906;0.2576426267623901;506193607
"""Daft Punk, Jay Z Collaborate on """"Computerized""""""";7;http://cdn.pastemagazine.com/www/articles/dp_l.jpg?635301950646533786;VM;0.8782747983932495;0.8827859163284302;462118410
"""Listen to Ricky Gervais Perform """"Slough"""" as David Brent""";7;http://cdn.pastemagazine.com/www/articles/davidBrentSquare.jpg?635477886929905852;VM;0.9096683263778688;0.9446957111358644;123602697
"""Listen to The Dead Weather's New Song, """"Buzzkill(er)""""""";7;http://cdn.pastemagazine.com/www/articles/deadWeatherSquare.jpg?635503052761724555;VM;0.9238409996032716;0.925761580467224;723561227
2020 Harley-Davidson Road Glide® Limited in Fredericksburg, Virginia - Photo 3;7;https://cdp.azureedge.net/products/USA/HD/2020/MC/TOURING/ROAD_GLIDE_LIMITED/50/VIVID_BLACK_CHROME_OPTION/2000000033_480px.jpg;TM;0.0037536211311817;0.1185155659914016;1949214103
2020 Honda FourTrax Foreman Rubicon 4x4 Automatic DCT in New Haven, Connecticut - Photo 1;7;https://cdp.azureedge.net/products/USA/HO/2020/ATV/ATVUTIL/FOURTRAX_FOREMAN_RUBICON_4X4_AUTOMATIC_DCT/50/RED/2000000002.jpg;TM;0.0317615382373333;0.0788978710770607;1309453893
24B613S12 | Medium Natural Ash Blonde and Pale Natural Gold Blonde Blend and Tipped, Shaded with Light Gold Brown;7;https://cdn.shopify.com/s/files/1/1312/6639/products/24B613S12_3efe1ea6-2b91-4abf-b602-4a266a4a6cca_1024x1024.jpg?v=1582922882;TM;0.3198306560516357;0.4118959009647369;1166022231
30A27S4 - Shaded Peach  - Brown Red/Strawberry Blonde Blend, Shaded w/ Dk Brown;7;https://cdn.shopify.com/s/files/1/1410/9094/products/30A27S4_09a69bdc-ae80-4af8-9fde-ae163e00d13e_medium.jpg?v=1494099385;TM;0.349858820438385;0.4665643274784088;1017001693
33 Screenshots of Musicians in Videogames;7;http://cdn.pastemagazine.com/www/articles/kurt%20cobain%20gallery%20main.jpg?635447295449617440;TM;0.6176638603210449;0.6707451343536377;1975651677
Air Conditioners & Parts;7;https://0965-cdn.doitbest.com/Data/524055.jpg?AutoCrop=1&CropHeight=520&CropWidth=520&Resize=Smallest&Revision=K30m&Timestamp=wRW7jG&Width=520;VM;0.7944754958152771;0.8943088054656982;813492200
Anderson Tuftex Natural State 1 Dream Dust 00220_ARK51;7;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00220_ark51_20141231_livingroom_2_square.jpg;TM;0.0829942375421524;0.1389942765235901;607915617
Breaking Down the $12 in Your Six-Pack of Craft Beer;7;http://cdn.pastemagazine.com/www/articles/beer%20five%20points%20bottle%20shop.jpg?635466197548621059;VM;0.8811764717102051;0.884762167930603;905360670
Chris Robinson (of the Black Crowes) Brews A Beer;7;http://cdn.pastemagazine.com/www/articles/anchor%20robinson%20square.jpg?635525906579279849;VM;0.7304238080978394;0.7540884613990784;1941959432
DC All Stars podcast;7;https://taylornetwork.hipcast.com/albumart/1042_1621207889.jpg;VM;0.7364295125007629;0.7481181621551514;2083570112
Emory University Men's TAG Heuer Formula 1 with Black Dial;7;https://img.mlahart.com/17358.s1.200.jpg;VM;0.4774232506752014;0.7778744697570801;979211281
Foyer painted in BROWN BAG;7;https://embed.widencdn.net/img/behr/1cuw57wvxt/640x640px/LC280-01-BROWN-BAG-foyer.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.6112197041511536;0.6712566614151001;1818843632
